,web-scraper-order,web-scraper-start-url,links,links-href,user,comment,date
757,1574881340-15703,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,"Thanks Chris.  So the battery exploding is not the real danger, it's not having a place to release that pressure.  Like BigXor's firecracker in the hand example.

This makes me feel a little better about my box mod too.  There's plenty of places for gas/heat to escape, and the batteries are not behind the atty.",
758,1574881371-16025,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,,,"March 5, 2010"
759,1574881422-16419,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,,"On 7/23/2010 at 7:57 PM, mcquinn said: 
On a sunny day when the sun is streaming through a window ,pay attention and you will be amazed at how much vapor is actually in the room when you vape.Almost looks like smoke filled room.There might be some nicotine in there and I would not run the risk of getting the kiddies hooked.I would hate for anyone to have to go through what most of have/are going through trying to get off the habit.

I'm all for the ""better safe than sorry"" method, but I doubt those wisps of vapor have anything significant in them. I'd make an uneducated guess that it's about the same or less than the nicotine in tomatoes and potatoes. The same thing goes for the cocaine in our tap water; it's such an incredibly minute amount that our bodies don't even register it.

But that's just my 2 cents. Not trying to discredit you!",
760,1574881428-16502,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,,"August 17, 2010"
761,1574881416-16374,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,,,"April 2, 2010"
762,1574881428-16470,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,Vapor Talk Village Idiot,,
763,1574881403-16175,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,Vapor Talk Respected Member,,
764,1574881768-16767,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,"Wait... what's 15+4 ? LOL... ""stomach wind""  


			
				


	Edited September 14, 2010 by DAYVAPE",
765,1574881107-15260,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,,"On 10/29/2009 at 2:47 PM, Speakeasy said: 
After all, they have the means of answering all our questions, don't they?

I didn't want to quote the entire piece, but left the last part, ha ha ha.  I have a rant somewhere on the forums.  We all know nicotine is bad, I want to quit it.  Here's the plan (my plan).  Vape vape vape, but down from 24mg (probably started too high), to under 10 right now.  I think on our next vacation, I'll go to zero but still vaping the entire time.  Once the 6-12 days has passed that I've quit the physical addiction, I'll start on the mental addiction, the really tough one.  This is where people lose it, stop smoking for years, go to a party, middle of a divorce, bum a butt and BANG, addicted again. But now I need to commit to not vaping.  Should I fail and still need to do it?  Ooops, no nic and vaping once in a while.  So sad, too bad.  Best article I read from a health professional on this pointed out the act of smoking is, by definition, to breath in burning material.  Most would agree that is a bad thing.  Vaping what amounts to fog machine stuff while not proven to be safe, has to be safer than inhaling burning matter.  That is my opinion.

So I fully intend to have my 0mg juice and an ecig on me at all times. Go to a party, have a good time, vape and not even think about it the next day because I will not be addicted to nicotine.  It is the act of quitting nic, then taking a cigarette which has the addictive drug nicotine in it, that causes people to ""fail"".  The way to not fall into that trap is to vape with 0mg.",
766,1574881428-16487,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,"On 4/13/2010 at 4:38 AM, Schizophretard said: 
Good call. Drinking water should help. Some of the problem could be caused by dehydration. mcquinn is probably right too. 


This is probably the situation but be aware of other symptoms too, as this may be something more serious that has nothing to do with vaping.",
767,1574881593-16516,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,"Kinda Funny, But...",https://www.vaportalk.com/forum/topic/7341-kinda-funny-but/,VT Member,,
768,1574881376-16050,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Propylene Glycol,https://www.vaportalk.com/forum/topic/4614-propylene-glycol/,,"On 3/17/2010 at 10:25 PM, Brandon said: 
Good find there Luke, thanks for sharing!  And another excellent point about drinking more water while vaping.

For me personally, I feel less cravings for water since I've switched to vaping (nothing like a burnt analog to dry out your mouth).  But I vape nearly all VG nowadays, so that may have something to do with it too.  I've heard lots of folks mention that VG feels more drying to their mouth/throat than PG, but to me it's completely the opposite.

I'm also glad to hear that PG itself is biodegradable.  Yet another substance that in itself doesn't cause concern.

Thank you sir!",
769,1574881371-16008,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,,"On 3/4/2010 at 3:13 PM, Mike said: 
As I mentioned in another thread there are ingredients on TW liquids on the bottle.  I don't know what they are and havn't looked them up but my brother said he worked with one of those and they are ""bad"".  Also how about supliers in USA who claim 100 American Juice from American sources. It's funny how they run out of stock (juice)after the Chinese new year. What ingredients could they posibly be waiting for? Does it come from USA or doesn't it?


That's a good question Mike. Maybe it should be advertised as mixed in th USA not made in the USA. Does anyone here know of a US manufacturer (not supplier) of pure nicotine base liquid? Don't you have to have a pharmaceutical liscense to extract and make pure grade nicotine?
Hmmm... inquiring minds want to know.",
770,1574881295-15384,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And The Flu,https://www.vaportalk.com/forum/topic/2752-pg-and-the-flu/,,,"December 12, 2009"
771,1574881298-15393,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Scientists Crack 'entire Genetic Code' Of Cancer,https://www.vaportalk.com/forum/topic/2843-scientists-crack-entire-genetic-code-of-cancer/,Vapor Talk Respected Member,,
772,1574881355-15849,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,It Burns!,https://www.vaportalk.com/forum/topic/3627-it-burns/,,,"January 31, 2010"
773,1574881373-16028,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Comparison Of Carcinogen Levels Shows That Electronic Cigarettes Are Much Safer Than Conventional Ones,https://www.vaportalk.com/forum/topic/4443-comparison-of-carcinogen-levels-shows-that-electronic-cigarettes-are-much-safer-than-conventional-ones/,Vapor Talk Respected Member,,
774,1574881371-16006,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,,Thanks so much.  I'm really not that worried.  It's got to be safer than what's in cigarette smoke.    ...Pam,
775,1574881679-16623,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Nicotine And Back Pain.,https://www.vaportalk.com/forum/topic/7588-nicotine-and-back-pain/,VT TROLL !,,
776,1574881670-16574,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,E-Cig Test,https://www.vaportalk.com/forum/topic/5235-e-cig-test/,,,"September 1, 2010"
777,1574881365-15941,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,Vapor Talk Respected Member,,
778,1574881348-15793,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Peculiar Throat Problem,https://www.vaportalk.com/forum/topic/4051-peculiar-throat-problem/,E-Cig Supplier,,
779,1574881593-16510,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,"Kinda Funny, But...",https://www.vaportalk.com/forum/topic/7341-kinda-funny-but/,Mega Vaper,,
780,1574881309-15461,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vapor Cough The New Smokers Cough?,https://www.vaportalk.com/forum/topic/3130-vapor-cough-the-new-smokers-cough/,VT Member,,
781,1574881314-15556,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,,,"December 23, 2009"
782,1574881343-15761,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,,"The friend mmseng was talking about it was me. I was handling this stuff without really thinking about it, and would definitely agree with mmseng's idea of a posted safety notice.

I had vaped lightly three times on this specific day over several hours. I was refilling and got maybe two drops on my fingers, a drop on my hand, and a couple or so on my arm. I didn't think anything of it and wiped it all off on my pants. It only took about three minutes for me to realize something was wrong. Symptoms included a feeling of coldness in the extremities, extreme muscle tension all over to the point of shaking a bit, underarm sweat and clammy hands, slight headache, and most of all I was extremely hyper and anxious. Seemed to last 4+ hours.

I was positive it was the liquid, but just to be sure I preformed a pseudo-scientific experiment consisting of dropping three drops of the 24mg/ml solution onto my inner wrist and rubbing. This effect was the same and much more intense. It took effect in about 30 seconds rather than three minutes and I was forced to wash it off.

I have smoked heavily for the last 4 years and am quite used to nicotine, but this was something else.

Point is, this stuff should be handled with care.",
783,1574881358-15860,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vaping And Drug Test?,https://www.vaportalk.com/forum/topic/3853-vaping-and-drug-test/,The Godfather,,
784,1574881662-16546,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Vg Pg How They Feel Different?,https://www.vaportalk.com/forum/topic/7442-vg-pg-how-they-feel-different/,,PG can give you a dry mouth/throat.  I just make sure I drink more liquids and no problem.  Usually the PG flavor is better for some reason.,
785,1574881371-16001,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Poisons In E-Juice?,https://www.vaportalk.com/forum/topic/3962-poisons-in-e-juice/,,"Just another attempt by the FDA to show why they should be allowed to control e-cigs. ""see..we told you so...we need to regulate these things""",
786,1574881373-16030,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Comparison Of Carcinogen Levels Shows That Electronic Cigarettes Are Much Safer Than Conventional Ones,https://www.vaportalk.com/forum/topic/4443-comparison-of-carcinogen-levels-shows-that-electronic-cigarettes-are-much-safer-than-conventional-ones/,Mega Vaper,,
787,1574881380-16067,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping While Sick Doesn't Really Feel All That Great!,https://www.vaportalk.com/forum/topic/4660-vaping-while-sick-doesnt-really-feel-all-that-great/,Vapor Talk Veteran,,
788,1574881340-15709,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,"On 1/30/2010 at 2:09 PM, nana said: 
I knew you did, but just had to point that out.

And by the way,

CONGRATULATIONS!!!!!!    You just hit 1,000 posts.  Yeah for Brian!!!! 

Thanks Nana!!!  You're next!",
